transaction_id,transaction_time,year,quarter,month,month_name,day_of_week,item_code,item_description,number_of_items,cost_per_item,total_sales_value,country,hour_of_day,week_number
CS2591_74777,2015-01-25,2015,1,1,January,Sunday,ITM003,HDMI Cable,1,88.0,88.0,Belgium,0,4
CS5605_74778,2014-12-26,2014,4,12,December,Friday,ITM014,Sticky Notes,1,88.0,88.0,France,0,52
CS2715_74779,2014-10-20,2014,4,10,October,Monday,ITM003,HDMI Cable,1,101.0,101.0,United Kingdom,0,43
CS5280_74780,2014-02-04,2014,1,2,February,Tuesday,ITM011,Notebook,1,55.0,55.0,United States,0,6
CS2259_74781,2014-06-09,2014,2,6,June,Monday,ITM012,Pen Set,1,57.0,57.0,Germany,0,24
CS4633_74782,2014-03-20,2014,1,3,March,Thursday,ITM008,Screen Cleaner,1,43.0,43.0,United Kingdom,0,12
CS6016_74783,2013-03-11,2013,1,3,March,Monday,ITM010,Power Strip,1,96.0,96.0,Germany,0,11
CS5505_74784,2015-02-21,2015,1,2,February,Saturday,ITM012,Pen Set,1,53.0,53.0,Netherlands,0,8
CS3300_74785,2014-02-24,2014,1,2,February,Monday,ITM001,Wireless Mouse,1,52.0,52.0,United Kingdom,0,9
CS1498_74786,2014-01-21,2014,1,1,January,Tuesday,ITM003,HDMI Cable,1,75.0,75.0,United States,0,4
CS2090_74787,2013-04-24,2013,2,4,April,Wednesday,ITM007,Phone Charger,1,101.0,101.0,France,0,17
CS4149_74788,2011-06-22,2011,2,6,June,Wednesday,ITM014,Sticky Notes,1,59.0,59.0,United Kingdom,0,25
CS5024_74789,2013-05-12,2013,2,5,May,Sunday,ITM005,Webcam HD,1,102.0,102.0,United Kingdom,0,19
CS5540_74790,2012-09-22,2012,3,9,September,Saturday,ITM005,Webcam HD,1,59.0,59.0,France,0,38
CS2457_74791,2014-01-02,2014,1,1,January,Thursday,ITM003,HDMI Cable,1,54.0,54.0,United States,0,1
CS2215_74792,2011-08-30,2011,3,8,August,Tuesday,ITM015,Folder Set,1,70.0,70.0,United States,0,35
CS1537_74793,2013-03-12,2013,1,3,March,Tuesday,ITM014,Sticky Notes,1,50.0,50.0,Netherlands,0,11
CS3930_74794,2014-09-02,2014,3,9,September,Tuesday,ITM002,USB Keyboard,1,62.0,62.0,United States,0,36
CS1238_74795,2011-12-05,2011,4,12,December,Monday,ITM014,Sticky Notes,1,43.0,43.0,United Kingdom,0,49
CS2988_74796,2013-04-13,2013,2,4,April,Saturday,ITM003,HDMI Cable,1,76.0,76.0,France,0,15
CS2599_74797,2014-04-19,2014,2,4,April,Saturday,ITM004,Laptop Stand,1,50.0,50.0,United States,0,16
CS4404_74798,2013-06-16,2013,2,6,June,Sunday,ITM015,Folder Set,1,48.0,48.0,Germany,0,24
CS2273_74799,2013-03-31,2013,1,3,March,Sunday,ITM015,Folder Set,1,59.0,59.0,United Kingdom,0,13
CS5084_74800,2012-01-01,2012,1,1,January,Sunday,ITM012,Pen Set,1,75.0,75.0,United States,0,52
CS2705_74801,2013-01-02,2013,1,1,January,Wednesday,ITM008,Screen Cleaner,1,51.0,51.0,Spain,0,1
CS5084_74802,2012-06-12,2012,2,6,June,Tuesday,ITM010,Power Strip,1,92.0,92.0,United Kingdom,0,24
CS5739_74803,2011-06-30,2011,2,6,June,Thursday,ITM001,Wireless Mouse,1,84.0,84.0,United Kingdom,0,26
CS3577_74804,2012-03-04,2012,1,3,March,Sunday,ITM012,Pen Set,1,55.0,55.0,Netherlands,0,9
CS3927_74805,2014-11-15,2014,4,11,November,Saturday,ITM010,Power Strip,1,100.0,100.0,United Kingdom,0,46
CS3941_74806,2014-06-01,2014,2,6,June,Sunday,ITM001,Wireless Mouse,1,94.0,94.0,United Kingdom,0,22
CS5239_74807,2013-07-22,2013,3,7,July,Monday,ITM004,Laptop Stand,1,104.0,104.0,France,0,30
CS4826_74808,2011-09-20,2011,3,9,September,Tuesday,ITM003,HDMI Cable,1,67.0,67.0,United Kingdom,0,38
CS2792_74809,2014-01-20,2014,1,1,January,Monday,ITM014,Sticky Notes,1,59.0,59.0,France,0,4
CS5280_74810,2012-09-17,2012,3,9,September,Monday,ITM013,Stapler,1,96.0,96.0,United States,0,38
CS3055_74811,2014-06-10,2014,2,6,June,Tuesday,ITM007,Phone Charger,1,52.0,52.0,Spain,0,24
CS5961_74812,2011-07-29,2011,3,7,July,Friday,ITM011,Notebook,1,74.0,74.0,Germany,0,30
CS4014_74813,2012-11-10,2012,4,11,November,Saturday,ITM004,Laptop Stand,1,39.0,39.0,Australia,0,45
CS1237_74814,2012-06-24,2012,2,6,June,Sunday,ITM010,Power Strip,1,101.0,101.0,United Kingdom,0,25
CS1989_74815,2014-10-02,2014,4,10,October,Thursday,ITM007,Phone Charger,1,105.0,105.0,Spain,0,40
CS3831_74816,2012-07-05,2012,3,7,July,Thursday,ITM003,HDMI Cable,1,81.0,81.0,United States,0,27
CS1842_74817,2013-07-17,2013,3,7,July,Wednesday,ITM010,Power Strip,1,41.0,41.0,United Kingdom,0,29
CS1196_74818,2011-08-02,2011,3,8,August,Tuesday,ITM008,Screen Cleaner,1,80.0,80.0,United States,0,31
CS5722_74819,2014-12-24,2014,4,12,December,Wednesday,ITM002,USB Keyboard,1,87.0,87.0,Germany,0,52
CS2532_74820,2013-01-31,2013,1,1,January,Thursday,ITM009,Desk Lamp,1,40.0,40.0,Netherlands,0,5
CS2580_74821,2014-01-09,2014,1,1,January,Thursday,ITM011,Notebook,1,43.0,43.0,United Kingdom,0,2
CS4758_74822,2011-07-10,2011,3,7,July,Sunday,ITM003,HDMI Cable,1,84.0,84.0,Belgium,0,27
CS3483_74823,2011-12-01,2011,4,12,December,Thursday,ITM015,Folder Set,1,84.0,84.0,United Kingdom,0,48
CS4954_74824,2011-10-08,2011,4,10,October,Saturday,ITM014,Sticky Notes,1,44.0,44.0,Germany,0,40
CS3112_74825,2012-12-31,2012,4,12,December,Monday,ITM001,Wireless Mouse,1,63.0,63.0,France,0,1
CS2091_74826,2013-08-07,2013,3,8,August,Wednesday,ITM011,Notebook,1,105.0,105.0,Australia,0,32
CS3032_74827,2012-08-28,2012,3,8,August,Tuesday,ITM002,USB Keyboard,1,101.0,101.0,United Kingdom,0,35
CS5325_74828,2013-03-10,2013,1,3,March,Sunday,ITM003,HDMI Cable,1,64.0,64.0,United Kingdom,0,10
CS3277_74829,2011-09-11,2011,3,9,September,Sunday,ITM002,USB Keyboard,1,86.0,86.0,Australia,0,36
CS3664_74830,2012-11-07,2012,4,11,November,Wednesday,ITM012,Pen Set,1,98.0,98.0,United Kingdom,0,45
CS4285_74831,2012-01-29,2012,1,1,January,Sunday,ITM003,HDMI Cable,1,43.0,43.0,United Kingdom,0,4
CS5649_74832,2012-11-27,2012,4,11,November,Tuesday,ITM008,Screen Cleaner,1,77.0,77.0,Netherlands,0,48
CS5168_74833,2012-07-13,2012,3,7,July,Friday,ITM010,Power Strip,1,74.0,74.0,France,0,28
CS3264_74834,2014-06-06,2014,2,6,June,Friday,ITM008,Screen Cleaner,1,62.0,62.0,Spain,0,23
CS3763_74835,2014-06-05,2014,2,6,June,Thursday,ITM006,Headphones,1,59.0,59.0,Germany,0,23
CS3676_74836,2013-12-18,2013,4,12,December,Wednesday,ITM009,Desk Lamp,1,89.0,89.0,United Kingdom,0,51
CS1893_74837,2014-06-05,2014,2,6,June,Thursday,ITM007,Phone Charger,1,67.0,67.0,United Kingdom,0,23
CS5752_74838,2014-12-19,2014,4,12,December,Friday,ITM010,Power Strip,1,82.0,82.0,Germany,0,51
CS1301_74839,2014-09-01,2014,3,9,September,Monday,ITM002,USB Keyboard,1,97.0,97.0,United Kingdom,0,36
CS4001_74840,2012-12-10,2012,4,12,December,Monday,ITM002,USB Keyboard,1,97.0,97.0,United Kingdom,0,50
CS2516_74841,2013-03-19,2013,1,3,March,Tuesday,ITM014,Sticky Notes,1,76.0,76.0,United Kingdom,0,12
CS1112_74842,2013-11-13,2013,4,11,November,Wednesday,ITM014,Sticky Notes,1,71.0,71.0,United States,0,46
CS3293_74843,2011-07-08,2011,3,7,July,Friday,ITM009,Desk Lamp,1,85.0,85.0,France,0,27
CS5307_74844,2014-07-22,2014,3,7,July,Tuesday,ITM001,Wireless Mouse,1,92.0,92.0,United Kingdom,0,30
CS1587_74845,2012-06-22,2012,2,6,June,Friday,ITM003,HDMI Cable,1,90.0,90.0,Spain,0,25
CS4431_74846,2014-01-28,2014,1,1,January,Tuesday,ITM002,USB Keyboard,1,81.0,81.0,Germany,0,5
CS1165_74847,2013-05-24,2013,2,5,May,Friday,ITM001,Wireless Mouse,1,47.0,47.0,France,0,21
CS1825_74848,2013-05-21,2013,2,5,May,Tuesday,ITM015,Folder Set,1,62.0,62.0,France,0,21
CS3852_74849,2013-07-29,2013,3,7,July,Monday,ITM015,Folder Set,1,44.0,44.0,Netherlands,0,31
CS3829_74850,2013-11-02,2013,4,11,November,Saturday,ITM004,Laptop Stand,1,76.0,76.0,United States,0,44
CS6058_74851,2011-07-14,2011,3,7,July,Thursday,ITM001,Wireless Mouse,1,100.0,100.0,United Kingdom,0,28
CS5212_74852,2011-11-12,2011,4,11,November,Saturday,ITM004,Laptop Stand,1,98.0,98.0,Spain,0,45
CS4893_74853,2012-04-04,2012,2,4,April,Wednesday,ITM006,Headphones,1,51.0,51.0,United Kingdom,0,14
CS3526_74854,2015-01-12,2015,1,1,January,Monday,ITM013,Stapler,1,81.0,81.0,United Kingdom,0,3
CS3839_74855,2012-06-28,2012,2,6,June,Thursday,ITM002,USB Keyboard,1,55.0,55.0,Australia,0,26
CS5933_74856,2013-05-11,2013,2,5,May,Saturday,ITM008,Screen Cleaner,1,73.0,73.0,United Kingdom,0,19
CS2794_74857,2015-01-31,2015,1,1,January,Saturday,ITM013,Stapler,1,95.0,95.0,United Kingdom,0,5
CS5252_74858,2013-12-24,2013,4,12,December,Tuesday,ITM003,HDMI Cable,1,69.0,69.0,France,0,52
CS2947_74859,2013-12-16,2013,4,12,December,Monday,ITM002,USB Keyboard,1,45.0,45.0,United Kingdom,0,51
CS5203_74860,2011-09-13,2011,3,9,September,Tuesday,ITM009,Desk Lamp,1,86.0,86.0,France,0,37
CS1964_74861,2012-07-25,2012,3,7,July,Wednesday,ITM013,Stapler,1,46.0,46.0,Netherlands,0,30
CS1452_74862,2014-08-13,2014,3,8,August,Wednesday,ITM010,Power Strip,1,82.0,82.0,Germany,0,33
CS4107_74863,2013-09-26,2013,3,9,September,Thursday,ITM010,Power Strip,1,78.0,78.0,United Kingdom,0,39
CS3275_74864,2013-03-20,2013,1,3,March,Wednesday,ITM012,Pen Set,1,36.0,36.0,United States,0,12
CS2736_74865,2015-02-06,2015,1,2,February,Friday,ITM008,Screen Cleaner,1,68.0,68.0,United Kingdom,0,6
CS5290_74866,2014-03-02,2014,1,3,March,Sunday,ITM003,HDMI Cable,1,58.0,58.0,United Kingdom,0,9
CS2328_74867,2012-07-04,2012,3,7,July,Wednesday,ITM001,Wireless Mouse,1,99.0,99.0,United Kingdom,0,27
CS3155_74868,2013-12-09,2013,4,12,December,Monday,ITM001,Wireless Mouse,1,54.0,54.0,France,0,50
CS4371_74869,2012-03-11,2012,1,3,March,Sunday,ITM007,Phone Charger,1,67.0,67.0,United Kingdom,0,10
CS5795_74870,2014-07-23,2014,3,7,July,Wednesday,ITM002,USB Keyboard,1,70.0,70.0,Australia,0,30
CS1767_74871,2012-02-03,2012,1,2,February,Friday,ITM011,Notebook,1,93.0,93.0,United Kingdom,0,5
CS4266_74872,2013-07-21,2013,3,7,July,Sunday,ITM002,USB Keyboard,1,43.0,43.0,Germany,0,29
CS1377_74873,2011-06-24,2011,2,6,June,Friday,ITM013,Stapler,1,93.0,93.0,United Kingdom,0,25
CS5576_74874,2013-02-05,2013,1,2,February,Tuesday,ITM009,Desk Lamp,1,83.0,83.0,Germany,0,6
CS3799_74875,2013-06-08,2013,2,6,June,Saturday,ITM014,Sticky Notes,1,92.0,92.0,Germany,0,23
CS2782_74876,2014-12-30,2014,4,12,December,Tuesday,ITM009,Desk Lamp,1,61.0,61.0,Spain,0,1
CS4211_74877,2011-11-07,2011,4,11,November,Monday,ITM001,Wireless Mouse,1,75.0,75.0,United Kingdom,0,45
CS2544_74878,2013-06-24,2013,2,6,June,Monday,ITM007,Phone Charger,1,97.0,97.0,France,0,26
CS1557_74879,2015-02-03,2015,1,2,February,Tuesday,ITM001,Wireless Mouse,1,72.0,72.0,France,0,6
CS1577_74880,2014-03-13,2014,1,3,March,Thursday,ITM008,Screen Cleaner,1,81.0,81.0,Spain,0,11
CS4801_74881,2011-12-12,2011,4,12,December,Monday,ITM003,HDMI Cable,1,41.0,41.0,United Kingdom,0,50
CS4962_74882,2015-01-29,2015,1,1,January,Thursday,ITM010,Power Strip,1,53.0,53.0,Germany,0,5
CS4094_74883,2013-04-25,2013,2,4,April,Thursday,ITM013,Stapler,1,72.0,72.0,United Kingdom,0,17
CS2307_74884,2012-07-29,2012,3,7,July,Sunday,ITM002,USB Keyboard,1,102.0,102.0,Netherlands,0,30
CS1658_74885,2014-03-19,2014,1,3,March,Wednesday,ITM006,Headphones,1,100.0,100.0,France,0,12
CS5974_74886,2013-07-08,2013,3,7,July,Monday,ITM003,HDMI Cable,1,58.0,58.0,United States,0,28
CS2061_74887,2011-12-14,2011,4,12,December,Wednesday,ITM009,Desk Lamp,1,94.0,94.0,Germany,0,50
CS2086_74888,2012-06-22,2012,2,6,June,Friday,ITM013,Stapler,1,87.0,87.0,Netherlands,0,25
CS2811_74889,2011-05-18,2011,2,5,May,Wednesday,ITM015,Folder Set,1,40.0,40.0,Australia,0,20
CS5429_74890,2012-12-07,2012,4,12,December,Friday,ITM002,USB Keyboard,1,42.0,42.0,Belgium,0,49
CS5540_74891,2012-11-02,2012,4,11,November,Friday,ITM010,Power Strip,1,94.0,94.0,United Kingdom,0,44
CS5962_74892,2012-06-20,2012,2,6,June,Wednesday,ITM002,USB Keyboard,1,64.0,64.0,Netherlands,0,25
CS1148_74893,2011-08-06,2011,3,8,August,Saturday,ITM013,Stapler,1,36.0,36.0,France,0,31
CS2326_74894,2013-08-19,2013,3,8,August,Monday,ITM012,Pen Set,1,59.0,59.0,United Kingdom,0,34
CS4728_74895,2013-09-07,2013,3,9,September,Saturday,ITM003,HDMI Cable,1,62.0,62.0,France,0,36
CS5455_74896,2011-09-23,2011,3,9,September,Friday,ITM005,Webcam HD,1,67.0,67.0,United Kingdom,0,38
CS4997_74897,2013-03-14,2013,1,3,March,Thursday,ITM015,Folder Set,1,42.0,42.0,Netherlands,0,11
CS2991_74898,2011-06-22,2011,2,6,June,Wednesday,ITM010,Power Strip,1,105.0,105.0,Spain,0,25
CS5228_74899,2011-09-17,2011,3,9,September,Saturday,ITM004,Laptop Stand,1,81.0,81.0,Australia,0,37
CS1295_74900,2014-04-04,2014,2,4,April,Friday,ITM002,USB Keyboard,1,88.0,88.0,United Kingdom,0,14
CS3581_74901,2013-12-12,2013,4,12,December,Thursday,ITM006,Headphones,1,55.0,55.0,France,0,50
CS2210_74902,2012-08-13,2012,3,8,August,Monday,ITM013,Stapler,1,100.0,100.0,Netherlands,0,33
CS1442_74903,2011-10-06,2011,4,10,October,Thursday,ITM003,HDMI Cable,1,43.0,43.0,France,0,40
CS5683_74904,2014-06-05,2014,2,6,June,Thursday,ITM015,Folder Set,1,78.0,78.0,United Kingdom,0,23
CS4992_74905,2014-12-29,2014,4,12,December,Monday,ITM013,Stapler,1,78.0,78.0,Spain,0,1
CS2264_74906,2015-01-17,2015,1,1,January,Saturday,ITM002,USB Keyboard,1,98.0,98.0,United Kingdom,0,3
CS3588_74907,2014-05-24,2014,2,5,May,Saturday,ITM009,Desk Lamp,1,56.0,56.0,United Kingdom,0,21
CS5220_74908,2011-06-27,2011,2,6,June,Monday,ITM006,Headphones,1,74.0,74.0,United Kingdom,0,26
CS1297_74909,2011-07-11,2011,3,7,July,Monday,ITM010,Power Strip,1,44.0,44.0,Australia,0,28
CS1338_74910,2011-05-26,2011,2,5,May,Thursday,ITM006,Headphones,1,63.0,63.0,Netherlands,0,21
CS1744_74911,2013-12-31,2013,4,12,December,Tuesday,ITM006,Headphones,1,80.0,80.0,Spain,0,1
CS2471_74912,2014-02-17,2014,1,2,February,Monday,ITM005,Webcam HD,1,42.0,42.0,Australia,0,8
CS1169_74913,2011-10-28,2011,4,10,October,Friday,ITM009,Desk Lamp,1,47.0,47.0,United Kingdom,0,43
CS3217_74914,2015-03-11,2015,1,3,March,Wednesday,ITM002,USB Keyboard,1,60.0,60.0,United Kingdom,0,11
CS1429_74915,2011-06-27,2011,2,6,June,Monday,ITM014,Sticky Notes,1,50.0,50.0,France,0,26
CS5112_74916,2011-10-11,2011,4,10,October,Tuesday,ITM009,Desk Lamp,1,48.0,48.0,France,0,41
CS4262_74917,2011-10-24,2011,4,10,October,Monday,ITM015,Folder Set,1,53.0,53.0,Spain,0,43
CS4210_74918,2014-07-22,2014,3,7,July,Tuesday,ITM009,Desk Lamp,1,76.0,76.0,United States,0,30
CS3542_74919,2012-10-24,2012,4,10,October,Wednesday,ITM014,Sticky Notes,1,92.0,92.0,United Kingdom,0,43
CS3296_74920,2013-05-22,2013,2,5,May,Wednesday,ITM008,Screen Cleaner,1,67.0,67.0,United States,0,21
CS2141_74921,2011-09-08,2011,3,9,September,Thursday,ITM004,Laptop Stand,1,40.0,40.0,United Kingdom,0,36
CS2251_74922,2015-02-03,2015,1,2,February,Tuesday,ITM002,USB Keyboard,1,87.0,87.0,United Kingdom,0,6
CS2102_74923,2013-04-24,2013,2,4,April,Wednesday,ITM011,Notebook,1,74.0,74.0,United States,0,17
CS2516_74924,2011-05-24,2011,2,5,May,Tuesday,ITM003,HDMI Cable,1,65.0,65.0,France,0,21
CS5542_74925,2012-08-06,2012,3,8,August,Monday,ITM004,Laptop Stand,1,55.0,55.0,France,0,32
CS2594_74926,2014-11-28,2014,4,11,November,Friday,ITM014,Sticky Notes,1,44.0,44.0,United Kingdom,0,48
CS2652_74927,2012-10-06,2012,4,10,October,Saturday,ITM004,Laptop Stand,1,73.0,73.0,Germany,0,40
CS4952_74928,2014-06-13,2014,2,6,June,Friday,ITM010,Power Strip,1,62.0,62.0,United Kingdom,0,24
CS5303_74929,2011-11-28,2011,4,11,November,Monday,ITM011,Notebook,1,41.0,41.0,Belgium,0,48
CS4108_74930,2013-02-13,2013,1,2,February,Wednesday,ITM007,Phone Charger,1,104.0,104.0,United Kingdom,0,7
CS2099_74931,2013-01-18,2013,1,1,January,Friday,ITM009,Desk Lamp,1,99.0,99.0,France,0,3
CS1605_74932,2013-02-18,2013,1,2,February,Monday,ITM015,Folder Set,1,41.0,41.0,Germany,0,8
CS3477_74933,2011-07-10,2011,3,7,July,Sunday,ITM001,Wireless Mouse,1,63.0,63.0,United Kingdom,0,27
CS3874_74934,2014-01-09,2014,1,1,January,Thursday,ITM005,Webcam HD,1,97.0,97.0,Netherlands,0,2
CS5965_74935,2015-02-22,2015,1,2,February,Sunday,ITM011,Notebook,1,49.0,49.0,Australia,0,8
CS5969_74936,2014-09-26,2014,3,9,September,Friday,ITM011,Notebook,1,93.0,93.0,Spain,0,39
CS2635_74937,2013-10-23,2013,4,10,October,Wednesday,ITM015,Folder Set,1,87.0,87.0,United Kingdom,0,43
CS1428_74938,2013-04-14,2013,2,4,April,Sunday,ITM005,Webcam HD,1,64.0,64.0,Belgium,0,15
CS2895_74939,2011-08-29,2011,3,8,August,Monday,ITM011,Notebook,1,94.0,94.0,United Kingdom,0,35
CS5583_74940,2012-02-19,2012,1,2,February,Sunday,ITM010,Power Strip,1,37.0,37.0,United States,0,7
CS1294_74941,2013-08-08,2013,3,8,August,Thursday,ITM013,Stapler,1,89.0,89.0,United Kingdom,0,32
CS5520_74942,2013-12-24,2013,4,12,December,Tuesday,ITM007,Phone Charger,1,103.0,103.0,United States,0,52
CS1621_74943,2014-03-31,2014,1,3,March,Monday,ITM011,Notebook,1,98.0,98.0,United Kingdom,0,14
CS4814_74944,2013-02-12,2013,1,2,February,Tuesday,ITM011,Notebook,1,95.0,95.0,United Kingdom,0,7
CS5579_74945,2012-11-21,2012,4,11,November,Wednesday,ITM008,Screen Cleaner,1,50.0,50.0,Germany,0,47
CS3885_74946,2012-10-09,2012,4,10,October,Tuesday,ITM014,Sticky Notes,1,62.0,62.0,United States,0,41
CS3129_74947,2012-05-05,2012,2,5,May,Saturday,ITM012,Pen Set,1,82.0,82.0,United States,0,18
CS2938_74948,2011-12-31,2011,4,12,December,Saturday,ITM013,Stapler,1,66.0,66.0,Australia,0,52
CS4039_74949,2014-02-08,2014,1,2,February,Saturday,ITM004,Laptop Stand,1,50.0,50.0,Spain,0,6
CS4550_74950,2014-09-24,2014,3,9,September,Wednesday,ITM005,Webcam HD,1,95.0,95.0,United States,0,39
CS5998_74951,2012-07-20,2012,3,7,July,Friday,ITM004,Laptop Stand,1,81.0,81.0,United States,0,29
CS2454_74952,2014-07-24,2014,3,7,July,Thursday,ITM002,USB Keyboard,1,51.0,51.0,Spain,0,30
CS3973_74953,2011-09-17,2011,3,9,September,Saturday,ITM010,Power Strip,1,60.0,60.0,France,0,37
CS5214_74954,2013-01-23,2013,1,1,January,Wednesday,ITM015,Folder Set,1,41.0,41.0,United Kingdom,0,4
CS1409_74955,2011-11-26,2011,4,11,November,Saturday,ITM008,Screen Cleaner,1,65.0,65.0,United Kingdom,0,47
CS3563_74956,2013-04-18,2013,2,4,April,Thursday,ITM014,Sticky Notes,1,94.0,94.0,United Kingdom,0,16
CS5083_74957,2013-08-26,2013,3,8,August,Monday,ITM015,Folder Set,1,82.0,82.0,France,0,35
CS4936_74958,2013-02-13,2013,1,2,February,Wednesday,ITM002,USB Keyboard,1,76.0,76.0,United States,0,7
CS5776_74959,2013-08-03,2013,3,8,August,Saturday,ITM013,Stapler,1,57.0,57.0,United Kingdom,0,31
CS4676_74960,2013-08-22,2013,3,8,August,Thursday,ITM013,Stapler,1,81.0,81.0,Netherlands,0,34
CS1459_74961,2014-02-09,2014,1,2,February,Sunday,ITM012,Pen Set,1,94.0,94.0,Spain,0,6
CS4467_74962,2012-04-22,2012,2,4,April,Sunday,ITM007,Phone Charger,1,49.0,49.0,Germany,0,16
CS2711_74963,2012-07-04,2012,3,7,July,Wednesday,ITM008,Screen Cleaner,1,57.0,57.0,Belgium,0,27
CS2364_74964,2012-04-04,2012,2,4,April,Wednesday,ITM010,Power Strip,1,89.0,89.0,France,0,14
CS5842_74965,2012-04-27,2012,2,4,April,Friday,ITM013,Stapler,1,79.0,79.0,United Kingdom,0,17
CS2325_74966,2014-02-17,2014,1,2,February,Monday,ITM011,Notebook,1,42.0,42.0,United States,0,8
CS1136_74967,2012-02-01,2012,1,2,February,Wednesday,ITM009,Desk Lamp,1,92.0,92.0,Spain,0,5
CS3103_74968,2013-06-27,2013,2,6,June,Thursday,ITM007,Phone Charger,1,48.0,48.0,United Kingdom,0,26
CS4339_74969,2013-12-19,2013,4,12,December,Thursday,ITM015,Folder Set,1,92.0,92.0,Germany,0,51
CS2036_74970,2012-02-11,2012,1,2,February,Saturday,ITM012,Pen Set,1,72.0,72.0,Germany,0,6
CS5555_74971,2015-02-15,2015,1,2,February,Sunday,ITM006,Headphones,1,65.0,65.0,Germany,0,7
CS5011_74972,2012-03-08,2012,1,3,March,Thursday,ITM001,Wireless Mouse,1,80.0,80.0,United Kingdom,0,10
CS1726_74973,2013-10-07,2013,4,10,October,Monday,ITM010,Power Strip,1,54.0,54.0,United Kingdom,0,41
CS4012_74974,2012-02-18,2012,1,2,February,Saturday,ITM002,USB Keyboard,1,89.0,89.0,Germany,0,7
CS2542_74975,2012-11-14,2012,4,11,November,Wednesday,ITM003,HDMI Cable,1,91.0,91.0,France,0,46
CS4721_74976,2012-03-02,2012,1,3,March,Friday,ITM004,Laptop Stand,1,75.0,75.0,Spain,0,9
CS1925_74977,2014-02-23,2014,1,2,February,Sunday,ITM014,Sticky Notes,1,42.0,42.0,United Kingdom,0,8
CS2348_74978,2012-10-06,2012,4,10,October,Saturday,ITM008,Screen Cleaner,1,65.0,65.0,Germany,0,40
CS2856_74979,2013-06-15,2013,2,6,June,Saturday,ITM012,Pen Set,1,85.0,85.0,France,0,24
CS5803_74980,2011-11-24,2011,4,11,November,Thursday,ITM004,Laptop Stand,1,103.0,103.0,France,0,47
CS4814_74981,2013-04-12,2013,2,4,April,Friday,ITM007,Phone Charger,1,68.0,68.0,France,0,15
CS4049_74982,2013-06-26,2013,2,6,June,Wednesday,ITM005,Webcam HD,1,48.0,48.0,United Kingdom,0,26
CS1162_74983,2013-10-08,2013,4,10,October,Tuesday,ITM010,Power Strip,1,89.0,89.0,Spain,0,41
CS3777_74984,2011-12-05,2011,4,12,December,Monday,ITM008,Screen Cleaner,1,74.0,74.0,Spain,0,49
CS4582_74985,2014-12-11,2014,4,12,December,Thursday,ITM009,Desk Lamp,1,37.0,37.0,France,0,50
CS5440_74986,2015-02-03,2015,1,2,February,Tuesday,ITM004,Laptop Stand,1,38.0,38.0,Germany,0,6
CS4524_74987,2013-08-13,2013,3,8,August,Tuesday,ITM003,HDMI Cable,1,35.0,35.0,Germany,0,33
CS4049_74988,2013-06-29,2013,2,6,June,Saturday,ITM004,Laptop Stand,1,104.0,104.0,Germany,0,26
CS4148_74989,2012-07-16,2012,3,7,July,Monday,ITM005,Webcam HD,1,67.0,67.0,United Kingdom,0,29
CS5429_74990,2012-06-13,2012,2,6,June,Wednesday,ITM001,Wireless Mouse,1,67.0,67.0,Belgium,0,24
CS4241_74991,2014-12-13,2014,4,12,December,Saturday,ITM002,USB Keyboard,1,93.0,93.0,United Kingdom,0,50
CS2881_74992,2012-06-16,2012,2,6,June,Saturday,ITM006,Headphones,1,59.0,59.0,Netherlands,0,24
CS3416_74993,2012-03-12,2012,1,3,March,Monday,ITM006,Headphones,1,82.0,82.0,Netherlands,0,11
CS2502_74994,2011-09-08,2011,3,9,September,Thursday,ITM003,HDMI Cable,1,58.0,58.0,United Kingdom,0,36
CS6049_74995,2013-05-25,2013,2,5,May,Saturday,ITM014,Sticky Notes,1,75.0,75.0,United Kingdom,0,21
CS4501_74996,2011-06-21,2011,2,6,June,Tuesday,ITM012,Pen Set,1,71.0,71.0,United Kingdom,0,25
CS4463_74997,2014-09-03,2014,3,9,September,Wednesday,ITM014,Sticky Notes,1,45.0,45.0,Germany,0,36
CS3471_74998,2014-11-10,2014,4,11,November,Monday,ITM013,Stapler,1,44.0,44.0,United Kingdom,0,46
CS2315_74999,2013-03-14,2013,1,3,March,Thursday,ITM015,Folder Set,1,51.0,51.0,Australia,0,11
CS1972_75000,2011-10-02,2011,4,10,October,Sunday,ITM006,Headphones,1,88.0,88.0,Spain,0,39
CS2931_75001,2013-10-06,2013,4,10,October,Sunday,ITM011,Notebook,1,66.0,66.0,United Kingdom,0,40
CS2078_75002,2014-12-24,2014,4,12,December,Wednesday,ITM010,Power Strip,1,70.0,70.0,Germany,0,52
CS5437_75003,2011-10-08,2011,4,10,October,Saturday,ITM002,USB Keyboard,1,62.0,62.0,Australia,0,40
CS1688_75004,2013-08-23,2013,3,8,August,Friday,ITM001,Wireless Mouse,1,77.0,77.0,United Kingdom,0,34
CS3661_75005,2012-02-07,2012,1,2,February,Tuesday,ITM011,Notebook,1,68.0,68.0,Australia,0,6
CS2794_75006,2014-03-16,2014,1,3,March,Sunday,ITM009,Desk Lamp,1,36.0,36.0,Germany,0,11
CS1167_75007,2012-08-17,2012,3,8,August,Friday,ITM015,Folder Set,1,71.0,71.0,Belgium,0,33
CS1192_75008,2012-06-10,2012,2,6,June,Sunday,ITM001,Wireless Mouse,1,49.0,49.0,United Kingdom,0,23
